ID,GamePSID,name,Publisher,ReleaseYear,ReleaseDate,Developer,Genre,Features,Size,Medium,Hardware,CompletionTime(Hours),is_Digital_game,is_Physical_game,OfficialWebsite
151,4920,Werewolves Within,Ubisoft,2016.0,2016-12-06,Red Storm Entertainment,Party,Cross-Play,1515.52,Physical and Digital,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Required",nan,0,0,https://www.ubisoft.com/en-US/game/werewolves-within/
152,10198,West of Dead,Raw Fury,2020.0,2020-08-05,Upstream Arcade,Roguelite,,548.0,Physical and Digital,,nan,0,0,https://westofdead.com/
153,10197,West of Dead (EU),Raw Fury,2020.0,2020-08-05,Upstream Arcade,Roguelite,,548.0,Digital only,PS4 Pro,nan,0,0,https://westofdead.com/
154,-5437,What Lies in the Multiverse,,,,,,,NA,,,nan,0,0,https://untoldtales.games/games/what-lies-in-the-multiverse/
155,5399,What Remains of Edith Finch,"Annapurna Interactive, iam8bit",2017.0,2017-04-25,Giant Sparrow,Adventure,PS Plus,2846.72,Physical and Digital,,2-3,0,0,http://www.giantsparrow.com/games/finch/
156,5401,What Remains of Edith Finch (EU),Annapurna Interactive,2017.0,2017-04-25,Giant Sparrow,Adventure,PS Plus,2867.2,Digital only,,2-3,0,0,http://www.giantsparrow.com/games/finch/
157,11891,What The Dub?!,Wide Right Interactive,2021.0,2021-04-08,Wide Right Interactive,Party,,1351.68,Digital only,,nan,0,0,https://widerightgames.com/what-the-dub.html
158,-5149,What The Duck,,,,,,,NA,,,nan,0,0,http://www.whattheduckgame.com/
159,6246,Wheel of Fortune,Ubisoft,2017.0,2017-11-07,"Frima Studio, Ubisoft Chengdu",Party,,2969.6,Physical and Digital,,8-10,0,0,
160,4635,Wheels of Aurelia,MixedBag Games,2016.0,2016-10-04,Santa Ragione,Visual Novel,,489.0,Digital only,,5-6,0,0,http://www.wheelsofaurelia.com/
161,4634,Wheels of Aurelia (EU),MixedBag Games,2016.0,2016-10-05,Santa Ragione,Visual Novel,,488.0,Digital only,,6-8,0,0,http://www.wheelsofaurelia.com/
162,11397,When the Past Was Around,Chorus Worldwide Games,2020.0,2020-12-17,"Toge Productions, Mojiken Studio","Adventure, Point & Click",,1976.32,Digital only,,1-2,0,0,https://chorusworldwide.com/when-the-past-was-around/
163,6457,Where Are My Friends?,Sometimes You,2018.0,2018-03-21,Beard Games Studio,Platformer,,478.0,Digital only,,nan,0,0,http://beardgames.net/
164,6458,Where Are My Friends? (EU),Sometimes You,2018.0,2018-03-21,Beard Games Studio,Platformer,,478.0,Digital only,,nan,0,0,http://beardgames.net/
165,8303,Where the Bees Make Honey,Whitethorn Digital,2019.0,2019-03-25,Wakefield Interactive,Puzzle,,6604.8,Digital only,,0-1,0,0,https://whitethorndigital.com/wtbmh/
166,12668,Where the Heart Leads,"Armature Studio, Perp Games",2021.0,2021-07-13,Armature Studio,Adventure,,NA,Physical and Digital,,nan,0,0,http://armature.com/games/where-the-heart-Leads
167,12669,Where the Heart Leads (EU),"Armature Studio, Perp Games",2021.0,2021-07-13,Armature Studio,Adventure,,NA,Physical and Digital,,nan,0,0,http://armature.com/games/where-the-heart-Leads
168,9423,Where the Water Tastes Like Wine,Serenity Forge,2019.0,2019-12-02,Dim Bulb Games,Adventure,,1597.44,Physical and Digital,,nan,0,0,http://www.wherethewatertasteslikewine.com/
169,9424,Where the Water Tastes Like Wine (EU),Serenity Forge,2019.0,2019-11-29,Dim Bulb Games,Adventure,,1597.44,Digital only,,nan,0,0,http://www.wherethewatertasteslikewine.com/
170,10429,while True: learn(),Nival International,2020.0,2020-07-07,Luden.io,"Puzzle, Educational & Trivia",,865.0,Digital only,,nan,0,0,https://luden.io/wtl/
171,8915,Whipseey and the Lost Atlas,Blowfish Studios,2019.0,2019-08-28,Daniel A. Ramirez,Platformer,,345.0,Digital only,,nan,0,0,
172,13100,Whiskey Mafia: Frank's Story,ChiliDog Interactive,2021.0,2021-08-13,FastGame,Action-Adventure,,NA,Digital only,,nan,0,0,https://chilidoginteractive.com/game/whiskey-mafia-franks-story
173,13099,Whiskey Mafia: Frank's Story (EU),ChiliDog Interactive,2021.0,2021-08-13,FastGame,Action-Adventure,,NA,Digital only,,0-1,0,0,https://chilidoginteractive.com/game/whiskey-mafia-franks-story
174,3348,Whispering Willows,LOOT Interactive,2015.0,2015-06-30,Night Light Interactive,Adventure,"Cross-Buy, PS Now",1167.36,Digital only,,1-2,0,0,http://nightlightinteractive.com/whisperingwillows/
175,5830,White Day: A Labyrinth Named School,PQube,2017.0,2017-08-29,ROI Games,Survival Horror,,4505.6,Physical and Digital,,nan,0,0,http://www.whitedaygame.com/
176,5803,White Day: A Labyrinth Named School (EU),PQube,2017.0,2017-08-25,ROI Games,Survival Horror,,4505.6,Physical and Digital,,nan,0,0,http://www.whitedaygame.com/
177,5804,White Day: A Labyrinth Named School (HK/TW),Justdan International,2017.0,2017-08-22,ROI Games,Survival Horror,,4710.4,Physical and Digital,,nan,0,0,http://www.whitedaygame.com/
178,5829,White Day: A Labyrinth Named School (JP),Arc System Works,2017.0,2017-08-24,ROI Games,Survival Horror,,4505.6,Physical and Digital,,nan,0,0,http://www.whitedaygame.com/
179,5832,White Day: A Labyrinth Named School (KR),Sonnori,2017.0,2017-08-22,ROI Games,Survival Horror,,4505.6,Physical and Digital,,nan,0,0,http://www.whitedaygame.com/
180,3086,White Night,Activision,2015.0,2015-03-03,OSome Studio,Survival Horror,,2048.0,Digital only,,8-10,0,0,http://osome-studio.com/whitenight/
181,6134,White Noise 2,Milkstone Studios,2017.0,2017-10-13,Milkstone Studios,Action Horror,,1945.6,Digital only,,nan,0,0,https://www.milkstonestudios.com/games/white-noise-2/
182,10241,Whiteboyz Wit Attitude: The Pursuit of Money,MichaelArts,2020.0,2020-05-22,MichaelArts,"Platformer, Music",,733.0,Digital only,,0-1,0,0,http://www.wwarap.com/
183,10242,Whiteboyz Wit Attitude: The Pursuit of Money (EU),MichaelArts,2020.0,2020-05-22,MichaelArts,"Platformer, Music",,733.0,Digital only,,0-1,0,0,http://www.wwarap.com/
184,10977,Who Wants to be a Millionaire?,Microids,2020.0,2020-11-17,Appeal Studio,Educational & Trivia,,1167.36,Physical and Digital,PS4 Pro,nan,0,0,https://www.microids.com/game-who-wants-to-be-a-millionaire/
185,4808,Wick,Hellbent Games,2016.0,2016-11-01,Hellbent Games,Survival Horror,,1146.88,Digital only,,nan,0,0,http://wick.hellbentgames.com/
186,-5474,Wife Quest (PS4),,,,,,,NA,,,nan,0,0,https://www.eastasiasoft.com/games/Wife-Quest
187,4227,Wild Arms 3,Sony Interactive Entertainment,2016.0,2016-05-17,Media.Vision,"Role Playing, Turn Based",PS Now,2334.72,Digital only,,60-80,0,0,https://www.playstation.com/en-us/games/wild-arms-3-ps4/
188,4938,Wild Guns Reloaded,Natsume,2016.0,2016-12-20,Natsume,"On Rails, Shoot 'em up",PS Now,183.0,Physical and Digital,,nan,0,0,http://www.natsume.com/current_game/games/WildGunsR/index.html
189,-3199,Wild Mage - Phantom Twilight,,,,,,,NA,,,nan,0,0,https://wildmagegame.com/
190,6501,Wild Turkey Hunter,PSR Outdoors,2018.0,2018-01-24,PSR Outdoors,"Hunting, First Person Shooter, Sports",,873.0,Digital only,,nan,0,0,http://www.psroutdoors.com/PSR_games_turkey_simulator.aspx
191,7327,Wild Turkey Hunter VR,PSR Outdoors,2018.0,2018-08-03,PSR Outdoors,"Hunting, First Person Shooter, Sports",,1157.12,Digital only,"PlayStation VR Required, PlayStation Camera Required",nan,0,0,http://www.psroutdoors.com/PSR_games_turkey_simulator.aspx
192,-5390,Wildcat Gun Machine,,,,,,,NA,,,nan,0,0,http://www.psroutdoors.com/PSR_games_turkey_simulator.aspx
193,11246,Wildfire,Humble Games,2020.0,2020-12-03,Sneaky Bastards,"Stealth, Platformer",,368.0,Digital only,,nan,0,0,https://www.humblegames.com/games/wildfire/
194,8670,WILL: A Wonderful World,PM Studios,2019.0,2019-07-23,WMY Studio,Visual Novel,,1280.0,Digital only,,nan,0,0,
195,8206,WILL: A Wonderful World (Asia),WMY Studio,2019.0,2019-03-07,WMY Studio,Visual Novel,,1290.24,Physical and Digital,,nan,0,0,http://wmy-studio.com/en/will-a-wonderful-world/
196,9279,WILL: A Wonderful World (EU),PM Studios,2019.0,2019-11-08,WMY Studio,Visual Novel,,1259.52,Digital only,,nan,0,0,http://wmy-studio.com/en/will-a-wonderful-world/
197,7804,WILL: A Wonderful World (JP),Playism,2018.0,2018-11-15,WMY Studio,Visual Novel,,1269.76,Digital only,,nan,0,0,http://publishing.playism.jp/will
198,9771,Willy Jetman: Astromonkey's Revenge,BadLand Publishing,2020.0,2020-01-31,Last Chicken Games,"Platformer, Run & Gun, Shoot 'em up",,681.0,Digital only,,nan,0,0,https://willyjetman.com/
199,-4594,Willy Morgan and the Curse of Bone Town,,,,,,,NA,,,nan,0,0,https://willyjetman.com/
200,11717,Wilmot's Warehouse,Finji,2021.0,2021-02-09,"Richard Hogg, Hollow Ponds",Puzzle,,156.0,Digital only,,nan,0,0,http://wilmotswarehouse.com/
201,13076,Wind Wind,ELIOT,2021.0,2021-07-23,ELIOT,Puzzle,,NA,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Required",nan,0,0,http://www.windwind.co.kr/
202,10706,Windbound,"Deep Silver, Koch Media",2020.0,2020-08-28,5 Lives Studios,"Roguelite, Survival",PS Now,897.0,Digital only,,nan,0,0,https://windboundgame.com/
203,11516,Windfolk: Sky is just the beginning,Gammera Nest,2021.0,2021-01-13,Fractal Fall,"Open World, Action-Adventure",,5959.68,Digital only,,nan,0,0,
204,5831,Windjammers,Dotemu,2017.0,2017-08-29,Dotemu,Sports,,46.0,Physical and Digital,,nan,0,0,http://www.dotemu.com/game/windjammers/
205,-5232,Windjammers 2 (PS4),,,,,,,NA,,,nan,0,0,https://www.windjammers2.com/
206,4746,Windlands,Psytec Games,2016.0,2016-10-25,Psytec Games,Action,,1751.04,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Compatible",nan,0,0,http://www.windlands.com/
207,14210,Windlands 2,"Psytec Games, Perp Games",2021.0,2021-11-26,Psytec Games,,,NA,Physical and Digital,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Compatible, PS4 Pro",nan,0,0,http://www.windlands.com/
208,12872,Winds & Leaves,Trebuchet Studio,2021.0,2021-07-27,Trebuchet Studio,Adventure,,NA,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Required, PS4 Pro",nan,0,0,https://www.windsandleaves.fun/
209,-2951,Windscape,,,,,,,NA,,,nan,0,0,https://headupgames.com/game.php?game=30
210,8215,Windstorm - Ari's arrival,Wild River Games,2019.0,2019-03-28,Aesir Interactive,Simulation,,4669.44,Digital only,,nan,0,0,https://wildriver.games/en/games/windstorm-aris-arrival
211,6326,Windstorm - The Game,EuroVideo,2017.0,2017-12-07,Aesir Interactive,Simulation,,2314.24,Physical and Digital,PlayStation Move Compatible,nan,0,0,http://aesir-interactive.com/projects/ostwind/
212,12472,Wing of Darkness,Clouded Leopard Entertainment,2021.0,2021-06-03,Production Exabilities,"Mech, Vehicular Combat",,5242.88,Physical and Digital,,nan,0,0,https://www.exabilities.com/wing-of-darkness
213,4914,WinKings,Lemondo Entertainment,2016.0,2016-12-01,Lemondo Entertainment,Action,,186.0,Digital only,,nan,0,0,http://www.winkings-game.com/
214,5175,WinKings (EU),Lemondo Entertainment,2017.0,2017-02-10,Lemondo Entertainment,Action,,186.0,Digital only,,nan,0,0,http://www.winkings-game.com/
215,4129,Winning Post 8 2016,KOEI TECMO,2016.0,2016-03-31,KOEI TECMO,"Sports, Equestrian Sports",,7884.8,Physical and Digital,,nan,0,0,http://www.gamecity.ne.jp/winningpost8/2016/
216,5254,Winning Post 8 2017,KOEI TECMO,2017.0,2017-03-02,KOEI TECMO,"Sports, Equestrian Sports",,11878.4,Physical and Digital,,nan,0,0,http://www.gamecity.ne.jp/winningpost8/2017/
217,6718,Winning Post 8 2018,KOEI TECMO,2018.0,2018-03-15,KOEI TECMO,"Simulation, Sports, Equestrian Sports",,12267.52,Physical and Digital,,nan,0,0,http://www.gamecity.ne.jp/winningpost8/2018/
218,8302,Winning Post 9,KOEI TECMO,2019.0,2019-03-27,KOEI TECMO,"Sports, Equestrian Sports",,13946.88,Physical and Digital,,nan,0,0,https://www.gamecity.ne.jp/winningpost9/
219,9875,Winning Post 9 2020,KOEI TECMO,2020.0,2020-03-12,KOEI TECMO,"Sports, Equestrian Sports",,14243.84,Physical and Digital,,nan,0,0,https://www.gamecity.ne.jp/winningpost9/2020/
220,12123,Winning Post 9 2021,KOEI TECMO,2021.0,2021-04-15,KOEI TECMO,"Sports, Equestrian Sports",,13895.68,Physical and Digital,,nan,0,0,https://www.gamecity.ne.jp/winningpost9/2021/
221,-5186,Winter Ember (PS4),,,,,,,NA,,,nan,0,0,https://www.blowfishstudios.com/game/wember
222,8920,Winter Sports Games,Joindots,2019.0,2019-12-05,Joindots,Sports,,656.0,Digital only,,nan,0,0,
223,10778,Wintermoor Tactics Club,Versus Evil,2020.0,2020-09-10,EVC,"Role Playing, Strategy, Turn Based",,710.0,Digital only,,nan,0,0,https://www.wintermoortc.com/
224,5539,WipEout Omega Collection,Sony Interactive Entertainment,2017.0,2017-06-06,Clever Beans,"Arcade Racing, Collection",PS Plus,24442.88,Physical and Digital,"PlayStation VR Compatible, PlayStation Camera Compatible, PS4 Pro",nan,0,0,http://www.cleverbeans.co.uk/
225,13251,Witch Hunter,Funbox Media,2021.0,2021-08-26,"Nyx Digital, Inlogic Software",Action,,NA,Digital only,,nan,0,0,
226,13250,Witch Hunter (EU),Funbox Media,2021.0,2021-08-26,"Nyx Digital, Inlogic Software",Action,,NA,Digital only,,nan,0,0,
227,-2959,Witch It,,,,,,,NA,,,nan,0,0,http://www.witchit.com/
228,8970,Witching Tower VR,Daily Magic Productions,2019.0,2019-09-17,Daily Magic Productions,Action-Adventure,,2723.84,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Required",nan,0,0,http://dailymagic.info/wt/index.html
229,8971,Witching Tower VR (EU),Daily Magic Productions,2019.0,2019-09-17,Daily Magic Productions,Action-Adventure,,2723.84,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Required",nan,0,0,http://dailymagic.info/wt/index.html
230,12837,Within the Blade (EU) (PS4),Ratalaika Games,2021.0,2021-07-16,Ametist studio,Platformer,Cross-Buy,NA,Digital only,,nan,0,0,
231,12839,Within the Blade (JP) (PS4),Ratalaika Games,2021.0,2021-07-16,Ametist studio,Platformer,Cross-Buy,NA,Digital only,,nan,0,0,
232,12838,Within the Blade (PS4),Ratalaika Games,2021.0,2021-07-16,Ametist studio,Platformer,Cross-Buy,NA,Digital only,,nan,0,0,
233,9576,Without Escape (EU) (PS4),eastasiasoft,2020.0,2020-01-15,"Bumpy Trail Games, eastasiasoft","Adventure, Point & Click",Cross-Buy,667.0,Digital only,,0-1,0,0,http://bumpytrailgames.com/without-escape/
234,9575,Without Escape (HK/TW) (PS4),eastasiasoft,2020.0,2020-01-15,"Bumpy Trail Games, eastasiasoft","Adventure, Point & Click",Cross-Buy,336.0,Digital only,,0-1,0,0,https://www.eastasiasoft.com/games/Without-Escape
235,9577,Without Escape (PS4),eastasiasoft,2020.0,2020-01-14,"Bumpy Trail Games, eastasiasoft","Adventure, Point & Click",Cross-Buy,660.0,Digital only,,0-1,0,0,http://bumpytrailgames.com/without-escape/
236,6973,Wizard of Legend,Humble Games,2018.0,2018-05-15,Contingent99,"Roguelite, Hack & Slash",,446.0,Physical and Digital,,nan,0,0,http://wizardoflegend.com/
237,6974,Wizard of Legend (EU),Humble Games,2018.0,2018-05-15,Contingent99,"Roguelite, Hack & Slash",,446.0,Digital only,,nan,0,0,http://wizardoflegend.com/
238,9287,Wizards of Brandel,KEMCO,2019.0,2019-11-06,EXE-CREATE,"Role Playing, Turn Based",,1024.0,Physical and Digital,,nan,0,0,https://www.kemco.jp/sp/games/wob/en/index.html
239,8174,Wizard's Symphony,Arc System Works,2019.0,2019-02-28,Arc System Works,"Role Playing, Turn Based, Dungeon Crawler",,4515.84,Physical and Digital,,nan,0,0,http://www.arcsystemworks.jp/wizards_symphony/
240,8622,Wizards Tourney,Factoria Cultural Gestio,2019.0,2019-06-28,a bonfire of souls,Party,,225.0,Digital only,,nan,0,0,http://abonfireofsouls.com/wizards-tourney/
241,12425,Wizards: Wand of Epicosity,Game Mechanic Studios,2020.0,2020-08-04,Game Mechanic Studios,"Strategy, Tower Defence",,3573.76,Digital only,,nan,0,0,
242,12856,Wizodd (EU) (PS4),JanduSoft,2021.0,2021-07-15,Gagonfe,Shoot 'em up,Cross-Buy,NA,Digital only,,nan,0,0,
243,12857,Wizodd (PS4),JanduSoft,2021.0,2021-07-15,Gagonfe,Shoot 'em up,Cross-Buy,NA,Digital only,,nan,0,0,
244,2968,Woah Dave!,MiniVisions,2015.0,2015-01-07,Choice Provisions,Action,PS Plus,38.0,,,nan,0,0,http://totallychoice.com/games/woah-dave
245,6167,Wolfenstein II: The New Colossus,Bethesda Softworks,2017.0,2017-10-27,MachineGames,First Person Shooter,PS Now,49049.6,Physical and Digital,,nan,0,0,https://wolfenstein.bethesda.net/
246,6168,Wolfenstein II: The New Colossus (DE),Bethesda Softworks,2017.0,2017-10-27,MachineGames,First Person Shooter,,47001.6,Physical and Digital,,nan,0,0,https://wolfenstein.bethesda.net/
247,8771,Wolfenstein: Cyberpilot,Bethesda Softworks,2019.0,2019-07-26,Arkane Studios,First Person Shooter,,17735.68,Physical and Digital,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Compatible",nan,0,0,
248,8772,Wolfenstein: Cyberpilot (DE),Bethesda Softworks,2019.0,2019-07-26,Arkane Studios,First Person Shooter,,16936.96,Physical and Digital,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Compatible",nan,0,0,
249,2449,Wolfenstein: The New Order,Bethesda Softworks,2014.0,2014-05-20,MachineGames,First Person Shooter,PS Now,48240.64,Physical and Digital,,15-20,0,0,
250,2450,Wolfenstein: The New Order (DE),Bethesda Softworks,,,MachineGames,First Person Shooter,,43929.6,,,nan,0,0,
251,3237,Wolfenstein: The Old Blood,Bethesda Softworks,2015.0,2015-05-05,MachineGames,First Person Shooter,,37273.6,Physical and Digital,,15-20,0,0,http://www.wolfenstein.com/
252,3243,Wolfenstein: The Old Blood (DE),Bethesda Softworks,2015.0,2015-05-05,MachineGames,First Person Shooter,,39598.08,,,nan,0,0,http://www.wolfenstein.com/
253,8773,Wolfenstein: Youngblood,Bethesda Softworks,2019.0,2019-07-26,MachineGames,First Person Shooter,,36556.8,Physical and Digital,,40-50,0,0,https://bethesda.net/en/game/wolfenstein-youngblood
254,11440,Wonder Blade,East2west Games,2020.0,2020-10-29,Shenyang Puppet Depot,Beat 'em up,,2037.76,Digital only,,nan,0,0,
255,11441,Wonder Blade (EU),East2west Games,2020.0,2020-10-29,Shenyang Puppet Depot,Beat 'em up,,2037.76,Digital only,,nan,0,0,
256,5222,Wonder Boy Returns,CFK,2017.0,2017-03-30,CFK,Platformer,,708.0,Digital only,,nan,0,0,http://cfk.kr/wbreturns/
257,5088,Wonder Boy Returns (Asia),CFK,2017.0,2017-01-19,CFK,Platformer,,708.0,Digital only,,nan,0,0,http://cfk.kr/wbreturns/
258,6659,Wonder Boy Returns (EU),CFK,2017.0,2017-12-18,CFK,Platformer,,709.0,Physical and Digital,,nan,0,0,http://cfk.kr/wbreturns/
259,8846,Wonder Boy Returns Remix,CFK,2019.0,2019-08-08,CFK,Platformer,,673.0,Digital only,,nan,0,0,
260,8845,Wonder Boy Returns Remix (EU),CFK,2019.0,2019-08-08,CFK,Platformer,,673.0,Digital only,,nan,0,0,
261,12198,Wonder Boy: Asha in Monster World,"ArtDink, ININ Games, Strictly Limited Games",2021.0,2021-05-28,ArtDink,Platformer,,NA,Physical and Digital,,nan,0,0,https://wonderboy.inin.games/
262,5368,Wonder Boy: The Dragon's Trap,"Dotemu, Nicalis",2017.0,2017-04-18,Lizardcube,Platformer,,946.0,Physical and Digital,,6-8,0,0,http://www.thedragonstrap.com/
263,5711,Wonder Boy: The Dragon's Trap (Asia),Arc System Works,2017.0,2017-07-27,Lizardcube,Platformer,,968.0,Physical and Digital,,nan,0,0,http://www.thedragonstrap.com/
264,4019,Wondershot,Leikir Studio,2016.0,2016-02-23,Leikir Studio,Action,,767.0,Digital only,,nan,0,0,http://www.leikir-studio.com/wondershot
265,9363,Woodle Tree 2 Deluxe+,Chubby Pixel,2019.0,2019-11-22,Chubby Pixel,Puzzle,,1781.76,Digital only,,nan,0,0,https://chubbypixel.com/woodle-tree-2-deluxe/
266,9362,Woodle Tree 2 Deluxe+ (EU),Chubby Pixel,2019.0,2019-11-22,Chubby Pixel,Puzzle,,1781.76,Digital only,,nan,0,0,https://chubbypixel.com/woodle-tree-2-deluxe/
267,8791,Woodle Tree Adventures,Chubby Pixel,2019.0,2019-07-26,Fabio Ferrara,Platformer,,329.0,Digital only,,nan,0,0,http://chubbypixel.com/games/woodle-tree/
268,8790,Woodle Tree Adventures (EU),Chubby Pixel,2019.0,2019-07-26,Fabio Ferrara,Platformer,,329.0,Digital only,,1-2,0,0,http://chubbypixel.com/games/woodle-tree/
269,-3617,Woodpunk,,,,,,,NA,,,nan,0,0,https://meteorbytestudios.com/
270,9005,Worbital,Team Jolly Roger,2019.0,2019-10-18,Team Jolly Roger,Management,,1863.68,Digital only,,nan,0,0,https://www.worbital.com/
271,9494,Word Maze by POWGI,Lightwood Games,2019.0,2019-12-17,Lightwood Games,Puzzle,Cross-Buy,218.0,Digital only,,1-2,0,0,https://www.lightwoodgames.com/word-maze-by-powgi/
272,9543,Word Maze by POWGI (Asia),eastasiasoft,2019.0,2019-12-24,Lightwood Games,Puzzle,Cross-Buy,218.0,Digital only,,1-2,0,0,https://www.eastasiasoft.com/games/Word-Maze-by-POWGI
273,9505,Word Maze by POWGI (EU),Lightwood Games,2019.0,2019-12-17,Lightwood Games,Puzzle,Cross-Buy,220.0,Digital only,,1-2,0,0,https://www.lightwoodgames.com/word-maze-by-powgi/
