gameid,name,web,publisher,developer,release,platform,genre,hardware,notes,medium,size,completion est,links,features
8985,Wildfire,https://www.humblegames.com/games/wildfire/,Humble Games,Sneaky Bastards,03 December 2020,"Xbox One, Xbox Series X|S","Stealth, Platformer",,ID@Xbox,Digital only,449MB,,Official site,
-3532,Will Glow the Wisp,https://parttimeindie.com/will-glow-the-wisp/,,,,,,,ID@Xbox,,,,Official site,
-5227,Willy's Wonderland,https://parttimeindie.com/will-glow-the-wisp/,,,,,,,,,,,,
9118,Wilmot's Warehouse,http://wilmotswarehouse.com/,Finji,"Hollow Ponds, Richard Hogg",17 December 2020,"Xbox One, Xbox Series X|S",Puzzle,,"ID@Xbox, xCloud",Digital only,307MB,15-20 hours,Official site,
9978,Wind Peaks,https://actoonstudio.com/windpeaks/,Actoon Studio,Actoon Studio,27 October 2021,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Adventure, Point & Click",64-Bit,,Digital only,670MB,1-2 hours,Official site,
8778,Windbound,https://windboundgame.com/,Deep Silver,5 Lives Studios,28 August 2020,"Xbox One, Xbox Series X|S","Roguelite, Survival",,,Digital only,1.00GB,,Official site,
-5264,Windjammers 2,https://www.windjammers2.com/,,,,,,,Xbox Game Pass,,,,Official site,
7622,Windscape,https://headupgames.com/game/windscape,Headup Games,Magic Sandbox,27 March 2019,"Xbox One, Xbox Series X|S",Action-Adventure,,ID@Xbox,Digital only,2.55GB,6-8 hours,Official site,
9446,WINGSPAN,https://monstercouch.com/wingspan/,Monster Couch,Monster Couch,18 June 2021,"Xbox One, Xbox Series X|S",Card & Board,,ID@Xbox,Digital only,1.15GB,,Official site,"Xbox One X Enhanced, 4K, Cross-Play, HDR"
-5009,Winter Ember,https://www.blowfishstudios.com/game/wember,,,,,,,,,,,Official site,
10188,Winter Sports Games,,Joindots,Joindots,Yesterday,"Xbox One, Xbox Series X|S",Sports,,,Digital only,2.19GB,,,"Xbox One X Enhanced, Smart Delivery, Optimized for Series X|S, 4K, HDR"
8690,Wintermoor Tactics Club,https://www.wintermoortc.com/,Versus Evil,EVC,10 September 2020,"Xbox One, Xbox Series X|S","Role Playing, Strategy, Turn Based",,ID@Xbox,Digital only,929MB,,Official site,"Xbox One X Enhanced, 4K"
6838,Winx Club: Alfea Butterflix Adventures,,Tsumanga Studios,Tsumanga Studios,29 December 2017,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,831MB,3-4 hours,,
-2734,Witch It,http://www.witchit.com/,,,,,,,,,,,Official site,
9596,Within the Blade,https://www.ratalaikagames.com/games/withintheblade.php,Ratalaika Games,Ametist studio,16 July 2021,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,372MB,3-4 hours,Official site,"Smart Delivery, Optimized for Series X|S, 4K"
8247,Without Escape,http://bumpytrailgames.com/without-escape/,eastasiasoft,Bumpy Trail Games,15 January 2020,"Xbox One, Xbox Series X|S","Adventure, Point & Click",,,Digital only,500MB,0-1 hour,Official site,
7045,Wizard of Legend,http://wizardoflegend.com/,Humble Games,Contingent99,15 May 2018,"Xbox One, Xbox Series X|S","Roguelite, Hack & Slash",,ID@Xbox,Digital only,544MB,20-25 hours,Official site,"Xbox One X Enhanced, 4K"
8100,Wizards of Brandel,https://www.kemco.jp/sp/games/wob/en/,KEMCO,EXE-CREATE,06 November 2019,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Role Playing, Turn Based",,ID@Xbox,Digital only,935MB,12-15 hours,Official site,Xbox Play Anywhere
8679,Wizards: Wand of Epicosity,,Game Mechanic Studios,Game Mechanic Studios,04 August 2020,"Xbox One, Xbox Series X|S","Strategy, Tower Defence",,ID@Xbox,Digital only,3.51GB,,,
9544,Wizodd,,JanduSoft,Gagonfe,16 July 2021,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,180MB,1-2 hours,,
9635,Wobbly Life,https://www.rubberbandgames.com/,RubberBandGames,RubberBandGames,16 July 2021,"Xbox One, Xbox Series X|S","Open World, Party",,,Digital only,1.52GB,15-20 hours (excludes DLC packs),Official site,
6741,Wolfenstein II: The New Colossus,,Bethesda Softworks,MachineGames,27 October 2017,"Xbox One, Xbox Series X|S","First Person Shooter, Stealth",,"xCloud, Xbox Game Pass",Physical and Digital,53.87GB,80-100 hours (excludes DLC packs),,"Xbox One X Enhanced, 4K"
5100,Wolfenstein: The New Order,http://www.wolfenstein.com/,Bethesda Softworks,MachineGames,20 May 2014,"Xbox One, Xbox Series X|S","First Person Shooter, Stealth",Kinect Enabled,"xCloud, Xbox Game Pass",Physical and Digital,44.55GB,20-25 hours,Official site,
5472,Wolfenstein: The Old Blood,http://www.wolfenstein.com/,Bethesda Softworks,MachineGames,05 May 2015,"Xbox One, Xbox Series X|S","First Person Shooter, Stealth",,"xCloud, Xbox Game Pass",Physical and Digital,37.14GB,15-20 hours,Official site,
7864,Wolfenstein: Youngblood,https://bethesda.net/en/game/wolfenstein-youngblood,Bethesda Softworks,"MachineGames, Arkane Studios",26 July 2019,"Xbox One, Xbox Series X|S","Action-RPG, First Person Shooter, Role Playing, Stealth",,"xCloud, Xbox Game Pass",Physical and Digital,42.48GB,50-60 hours,Official site,"Xbox One X Enhanced, 4K"
9072,Wonder Blade,,East2west Games,Shenyang Puppet Depot,03 December 2020,"Xbox One, Xbox Series X|S",Beat 'em up,,,Digital only,1.83GB,,,
6432,Wonder Boy: The Dragon's Trap,http://www.thedragonstrap.com/,Dotemu,"Lizardcube, Westone",18 April 2017,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,1.06GB,1-2 hours,Official site,
5851,Wondershot,http://www.leikir-studio.com/wondershot,Leikir Studio,Leikir Studio,19 February 2016,"Xbox One, Xbox Series X|S",Action,,ID@Xbox,Digital only,903MB,,Official site,
8460,Woodle Tree 2: Deluxe+,https://chubbypixel.com/woodle-tree-2-deluxe-2/,Chubby Pixel,Fabio Ferrara,17 April 2020,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,1.73GB,,Official site,"Xbox One X Enhanced, 4K, HDR"
7713,Woodle Tree Adventures,http://chubbypixel.com/games/woodle-tree/,Chubby Pixel,Fabio Ferrara,08 May 2019,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,380MB,1-2 hours,Official site,
-3474,Woodpunk,https://meteorbytestudios.com/,,,,,,,,,,,Official site,
8068,Worbital,https://www.worbital.com/,Team Jolly Roger,Team Jolly Roger,18 October 2019,"Xbox One, Xbox Series X|S",Management,,,Digital only,1.80GB,,Official site,"Xbox One X Enhanced, 4K, Cross-Play"
8837,Word Sudoku by POWGI,https://www.lightwoodgames.com/word-sudoku-by-powgi/,Lightwood Games,Lightwood Games,25 September 2020,"Xbox One, Xbox Series X|S",Puzzle,,ID@Xbox,Digital only,190MB,2-3 hours,Official site,
7549,World Enduro Rally,http://www.worldendurorally.com/,GraphicDNA,GraphicDNA,01 February 2019,"Xbox One, Xbox Series X|S, Windows (Windows 10+)",Platformer,,ID@Xbox,Digital only,1.27GB,8-10 hours (excludes DLC packs),Official site,"Xbox One X Enhanced, Xbox Play Anywhere, 4K"
6030,World II: Hunting Boss,http://www.ehedco.com/Globalpublishingproductsdetail?_l=en&article_id=424,E-Home Entertainment,Guangzhou Good Network Technology,29 November 2017,"Xbox One, Xbox Series X|S",Hack & Slash,,ID@Xbox,Digital only,1.17GB,3-4 hours,Official site,
5769,World II: Hunting Boss (CN),http://www.ehedco.com/Localpublishingproductsdetail?_l=en&article_id=457,Square Enix,E-Home Entertainment,26 November 2015,"Xbox One, Xbox Series X|S",Hack & Slash,,ID@Xbox,Digital only,1.19GB,3-4 hours,Official site,
7400,World of Final Fantasy Maxima,https://square-enix-games.com/games/world-of-final-fantasy-maxima,Square Enix,Square Enix,06 November 2018,"Xbox One, Xbox Series X|S","Role Playing, Turn Based",,,Physical and Digital,11.72GB,60-80 hours,Official site,"Xbox One X Enhanced, 4K"
-4013,WORLD OF HORROR,https://panstas.itch.io/world-of-horror,,,,,,,"ID@Xbox, Game Preview, Xbox Game Pass for PC",,,,Official site,
5583,World of Tanks,https://console.worldoftanks.com/,"Xbox Game Studios, Wargaming.net",Wargaming.net,28 July 2015,"Xbox One, Xbox Series X|S","Automobile, Vehicular Combat",,,Digital only,73.04GB,200+ hours (excludes DLC packs),Official site,"Xbox One X Enhanced, Transferable Progress, Smart Delivery, Optimized for Series X|S, 4K, Cross-Play, HDR"
6284,World of Van Helsing: Deathtrap,,NeocoreGames,NeocoreGames,01 January 2017,"Xbox One, Xbox Series X|S","Action-RPG, Role Playing, Strategy, Tower Defence",,ID@Xbox,Digital only,7.23GB,80-100 hours (excludes DLC packs),,
7906,World of Warships: Legends,https://wowslegends.com/,Wargaming.net,Wargaming.net,12 August 2019,"Xbox One, Xbox Series X|S","Naval, Vehicular Combat",,,Digital only,14.88GB,200+ hours,Official site,"Xbox One X Enhanced, Smart Delivery, Optimized for Series X|S, Cross-Play, HDR"
9698,World Soccer Strikers '91,https://meteorbytestudios.com/world-soccer-strikers-91/,Meteorbyte Studios,Bipolar Dawn,18 August 2021,"Xbox One, Xbox Series X|S","Sports, Football",KBM Support,ID@Xbox,Digital only,658MB,1-2 hours,Official site,
-4665,World Splitter,https://www.neobird.de/world-splitter,,,,,,,,,,,Official site,
6458,World to the West,http://worldtothewest.com/,SOEDESCO,Rain Games,05 May 2017,"Xbox One, Xbox Series X|S",Metroidvania,,ID@Xbox,Physical and Digital,2.21GB,20-25 hours,Official site,
-5229,World War II: Underground,http://worldtothewest.com/,,,,,,,,,,,,
7666,World War Z,http://www.wwzgame.com/,Mad Dog Games,Saber Interactive,16 April 2019,"Xbox One, Xbox Series X|S","Action Horror, First Person Shooter, Third Person Shooter",,"xCloud, Xbox Game Pass",Physical and Digital,20.38GB,150-200 hours (excludes DLC packs),Official site,"Xbox One X Enhanced, 4K, Cross-Play"
6386,Worlds of Magic: Planar Conquest,http://planarconquest.com/,Teyon,Teyon,24 March 2017,"Xbox One, Xbox Series X|S","Strategy, Management, Turn Based",,ID@Xbox,Digital only,3.56GB,,Official site,
5109,Worms Battlegrounds,,Team17 Software,Team17 Software,30 May 2014,"Xbox One, Xbox Series X|S","Strategy, Turn Based",,ID@Xbox,Physical and Digital,1.88GB,25-30 hours (excludes DLC packs),,
9362,Worms Rumble,https://www.team17.com/games/worms-rumble/,"Team17 Software, Sold Out Sales & Marketing",Team17 Software,23 June 2021,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Battle Royale, Action",64-Bit,"xCloud, Xbox Game Pass, Xbox Game Pass for PC",Physical and Digital,10.63GB,80-100 hours,Official site,"Smart Delivery, Optimized for Series X|S, 4K, Cross-Play"
6085,Worms W.M.D.,https://www.team17.com/games/worms-wmd/,Team17 Software,Team17 Software,23 August 2016,"Xbox One, Xbox Series X|S","Strategy, Turn Based",,"ID@Xbox, xCloud, Xbox Game Pass",Physical and Digital,6.36GB,40-50 hours,Official site,
8006,Worse Than Death,http://www.worsethandeathgame.com/,Benjamin Rivers,Benjamin Rivers,08 October 2019,"Xbox One, Xbox Series X|S",Action-Adventure,,ID@Xbox,Digital only,666MB,,Official site,"Xbox One X Enhanced, 4K"
8126,Woven the Game,http://www.woventhegame.com/,Stickylock,Alterego Games,15 November 2019,"Xbox One, Xbox Series X|S",Action-Adventure,,,Digital only,2.96GB,5-6 hours,Official site,Xbox One X Enhanced
9607,WRC 10,https://wrcthegame.com/,Nacon,KT Racing,31 August 2021,"Xbox One, Xbox Series X|S","Automobile, Simulation Racing, Sports",,,Physical and Digital,33.00GB,30-35 hours,Official site,"Optimized for Series X|S, 4K"
5721,WRC 5,https://www.bigbeninteractive.com/bigben-products/video-games/wrc-5-xbox-360/,Nacon,KT Racing,09 October 2015,"Xbox One, Xbox Series X|S","Automobile, Simulation Racing, Sports",,,Physical and Digital,16.66GB,20-25 hours,Official site,
6167,WRC 6,https://www.bigbeninteractive.com/bigben-products/video-games/wrc6-xboxone/,Nacon,KT Racing,07 October 2016,"Xbox One, Xbox Series X|S","Automobile, Simulation Racing, Sports",,,Physical and Digital,15.56GB,100-120 hours,Official site,
6639,WRC 7,https://www.bigbeninteractive.com/bigben-products/video-games/wrc7-xbox-one/,"Nacon, Maximum Games",KT Racing,26 September 2017,"Xbox One, Xbox Series X|S","Automobile, Simulation Racing, Sports",,,Physical and Digital,18.46GB,100-120 hours,Official site,"Xbox One X Enhanced, 4K"
7881,WRC 8,https://www.wrcthegame.com/,"Nacon, Maximum Games",KT Racing,10 September 2019,"Xbox One, Xbox Series X|S","Automobile, Simulation Racing, Sports",,,Physical and Digital,22.93GB,40-50 hours,Official site,"Xbox One X Enhanced, 4K"
8618,WRC 9,https://www.wrcthegame.com,Nacon,KT Racing,08 September 2020,"Xbox One, Xbox Series X|S","Automobile, Simulation Racing, Sports",,,Physical and Digital,23.49GB,25-30 hours,Official site,"Smart Delivery, Optimized for Series X|S, 4K"
7828,Wreckfest,http://www.wreckfestgame.com/,THQ Nordic,Bugbear Entertainment,27 August 2019,"Xbox One, Xbox Series X|S","Automobile, Arcade Racing, Vehicular Combat",,"xCloud, Xbox Game Pass",Physical and Digital,15.07GB,20-25 hours,Official site,xCloud Touch Controls
-3525,Wreckout,http://www.wreckfestgame.com/,,,,,,,,,,,,
6880,Wulverblade,http://www.darkwindmedia.com/games/wulverblade/,Darkwind Media,Fully Illustrated,31 January 2018,"Xbox One, Xbox Series X|S",Beat 'em up,,ID@Xbox,Digital only,3.63GB,,Official site,
8954,Wunderling,https://retroid.com/games/wunderling/,Toplitz Productions,Retroid,27 October 2020,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,494MB,,Official site,
6697,Wuppo,http://wuppogame.com/,SOEDESCO,Knuist & Perzik,10 November 2017,"Xbox One, Xbox Series X|S","Platformer, Run & Gun",,,Digital only,655MB,,Official site,
8838,WWE 2K Battlegrounds,https://wwe.2k.com/battlegrounds/,2K Games,Saber Interactive,18 September 2020,"Xbox One, Xbox Series X|S","Sports, Wrestling",,,Physical and Digital,7.90GB,6-8 hours,Official site,Cross-Play
5310,WWE 2K15,http://wwe.2k.com/,2K Games,Yuke's,18 November 2014,"Xbox One, Xbox Series X|S","Sports, Wrestling",,,Physical and Digital,21.84GB,60-80 hours,Official site,
5745,WWE 2K16,http://wwe.2k.com/,2K Games,Yuke's,27 October 2015,"Xbox One, Xbox Series X|S","Sports, Wrestling",,,Physical and Digital,42.19GB,200+ hours,Official site,
6177,WWE 2K17,https://wwe.2k.com/,2K Games,Yuke's,11 October 2016,"Xbox One, Xbox Series X|S","Sports, Wrestling",,,Physical and Digital,46.79GB,200+ hours,Official site,
6723,WWE 2K18,https://wwe.2k.com/,2K Games,Yuke's,17 October 2017,"Xbox One, Xbox Series X|S","Sports, Wrestling",,,Physical and Digital,43.71GB,200+ hours,Official site,Xbox One X Enhanced
7345,WWE 2K19,https://wwe.2k.com/,2K Games,Yuke's,09 October 2018,"Xbox One, Xbox Series X|S","Sports, Wrestling",,,Physical and Digital,45.98GB,50-60 hours,Official site,Xbox One X Enhanced
8098,WWE 2K20,https://wwe.2k.com/,2K Games,Visual Concepts,22 October 2019,"Xbox One, Xbox Series X|S","Sports, Wrestling",,,Physical and Digital,49.57GB,40-50 hours,Official site,"Xbox One X Enhanced, 4K, HDR"
-4757,WWE 2K22,https://wwe.2k.com/,,,,,,,,,,,Official site,
10151,Wytchwood,https://whitethorngames.com/wytchwood,Whitethorn Digital,Alientrap,09 December 2021,"Xbox One, Xbox Series X|S",Adventure,,ID@Xbox,Digital only,2.64GB,,Official site,"Smart Delivery, Optimized for Series X|S, 4K"
5519,EA SPORTS Rory McIlroy PGA TOUR,https://www.easports.com/pga-tour,Electronic Arts,EA Tiburon,16 July 2015,"Xbox One, Xbox Series X|S","Sports, Golf",,"EA Play, Xbox Game Pass",Physical and Digital,35.80GB,25-30 hours,Official site,
5119,EA SPORTS UFC,http://www.easports.com/ufc,Electronic Arts,EA Canada,17 June 2014,"Xbox One, Xbox Series X|S","Sports, Mixed Martial Arts",,,Physical and Digital,17.74GB,35-40 hours,Official site,
5882,EA SPORTS UFC 2,https://www.easports.com/ufc,Electronic Arts,EA Canada,15 March 2016,"Xbox One, Xbox Series X|S","Sports, Mixed Martial Arts",,,Physical and Digital,20.92GB,40-50 hours,Official site,
6866,EA SPORTS UFC 3,https://www.ea.com/games/ufc/ufc-3,Electronic Arts,EA Vancouver,02 February 2018,"Xbox One, Xbox Series X|S","Sports, Mixed Martial Arts",,"EA Play, Xbox Game Pass",Physical and Digital,21.49GB,200+ hours,Official site,Xbox One X Enhanced
8720,EA SPORTS UFC 4,https://www.ea.com/games/ufc/ufc-4/,Electronic Arts,EA Vancouver,14 August 2020,"Xbox One, Xbox Series X|S","Sports, Mixed Martial Arts",,"EA Play, Xbox Game Pass",Physical and Digital,24.76GB,15-20 hours,Official site,
9424,Eagle Island Twist,https://eagleislandgame.com/,Screenwave Media,Pixelnicks,28 May 2021,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,642MB,,Official site,
7050,Earth Atlantis,http://pixel-perfex.com/earth-atlantis,Headup Games,Pixel Perfex,01 June 2018,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,682MB,,Official site,
9858,Earth Marines,https://chilidoginteractive.com/game/earth-marines,ChiliDog Interactive,"HugePixel, Diedemor Studio",17 September 2021,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,359MB,0-1 hour,Official site,
7160,Earthfall,http://www.earthfall.com/,Holospark,Holospark,13 July 2018,"Xbox One, Xbox Series X|S",First Person Shooter,,ID@Xbox,Physical and Digital,9.72GB,60-80 hours,Official site,"Xbox One X Enhanced, 4K"
6994,Earthlock,https://www.snowcastlegames.com/earthlock/,Snowcastle Games,Snowcastle Games,11 April 2018,"Xbox One, Xbox Series X|S","Role Playing, Turn Based",,ID@Xbox,Digital only,3.72GB,25-30 hours,Official site,
6109,Earthlock: Festival of Magic,https://www.snowcastlegames.com/earthlock/,"Snowcastle Games, SOEDESCO",Snowcastle Games,01 September 2016,"Xbox One, Xbox Series X|S","Role Playing, Turn Based",,ID@Xbox,Physical and Digital,4.62GB,25-30 hours,Official site,
6178,Earth's Dawn,http://www.risingstargames.com/us/games/earths-dawn/,Rising Star Games,oneoreight,02 November 2016,"Xbox One, Xbox Series X|S",Action,,ID@Xbox,Digital only,2.67GB,25-30 hours,Official site,
5678,Earth's Dawn (JP),http://one-or-eight.co.jp/EARTHWARS/index.html,oneoreight,oneoreight,18 September 2015,"Xbox One, Xbox Series X|S",Action,,ID@Xbox,Digital only,2.60GB,,Official site,
8043,Eastshade,https://www.eastshade.com/,Eastshade Studios,Eastshade Studios,21 October 2019,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Adventure, Open World",64-Bit,"ID@Xbox, xCloud",Digital only,2.02GB,8-10 hours,Official site,xCloud Touch Controls
10005,Echo Generation,https://cococucumber.co/,Cococucumber,Cococucumber,21 October 2021,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Role Playing, Turn Based",64-Bit,"ID@Xbox, xCloud, Xbox Game Pass, Xbox Game Pass for PC",Digital only,5.45GB,6-8 hours,Official site,"Xbox One X Enhanced, Smart Delivery, Optimized for Series X|S, 4K, xCloud Touch Controls, HDR"
6632,Echoes of the Fey: The Fox's Trail,http://woodsy-studio.com/echoes-foxs-trail/,Woodsy Studio,Woodsy Studio,01 September 2017,"Xbox One, Xbox Series X|S",Visual Novel,,ID@Xbox,Digital only,674MB,1-2 hours,Official site,
8303,Edgar: Bokbok in Boulzac,,La Poule Noire,La Poule Noire,26 February 2020,"Xbox One, Xbox Series X|S","Adventure, Point & Click",,ID@Xbox,Digital only,1.43GB,6-8 hours,,
-1115,Edge of Eternity,http://www.eoegame.com/,,,,,,,"ID@Xbox, xCloud, Xbox Game Pass, Xbox Game Pass for PC",,,,Official site,
7913,Edna & Harvey: Harvey's New Eyes,,Daedalic Entertainment,Daedalic Entertainment,14 August 2019,"Xbox One, Xbox Series X|S","Adventure, Point & Click",,,Digital only,1.01GB,3-4 hours,,
8560,Edna & Harvey: The Breakout - Anniversary Edition,https://www.daedalic.com/edna-anniversary-10th,Daedalic Entertainment,Daedalic Entertainment,17 June 2020,"Xbox One, Xbox Series X|S","Adventure, Point & Click",,,Digital only,3.65GB,3-4 hours,Official site,
8747,Educational Games for Kids,https://www.crazysoft.gr/all/educational_games_for_kids.php,Crazysoft,Crazysoft,02 September 2020,"Xbox One, Xbox Series X|S",Educational & Trivia,,ID@Xbox,Digital only,587MB,3-4 hours,Official site,"Xbox One X Enhanced, 4K"
